Mycocaliciaceae,42221-0006,ut nulla sed accumsan felis,9.57,5362987008728551
Liliaceae,49035-375,ligula pellentesque ultrices phasellus id sapien in,21.78,6762514896949957814
Asteraceae,49817-0048,libero rutrum ac lobortis vel dapibus at,27.12,5447703464055424
Poaceae,21695-072,semper rutrum nulla nunc purus phasellus,21.82,5007668806168775
Sematophyllaceae,63187-045,odio cras mi pede malesuada,24.6,344445475420966
Aquifoliaceae,42546-518,donec semper sapien a libero nam dui proin,20.76,3542517741962585
Rubiaceae,68462-563,leo pellentesque ultrices mattis odio donec vitae,16.84,3543978582453069
Euphorbiaceae,65649-303,nunc proin at turpis a pede posuere nonummy,10.66,3571444042401672
Ceratophyllaceae,55319-255,curabitur at ipsum ac tellus,23.77,4905996308972515208
Rutaceae,0037-6820,justo morbi ut odio cras mi pede malesuada,19.81,633499794571283567
Dioscoreaceae,47682-158,pellentesque ultrices mattis odio donec vitae,6.92,3556106147137670
Cactaceae,43857-0222,volutpat eleifend donec ut dolor morbi vel lectus in quam,19.19,3589274076831647
Scrophulariaceae,21749-525,id mauris vulputate elementum nullam,6.5,5100172273862792
Liliaceae,49349-591,accumsan tellus nisi eu orci mauris,11.94,374288643256935
Asteraceae,54118-7993,nullam porttitor lacus at turpis donec,7.19,3561760160643528
Brassicaceae,61924-234,justo lacinia eget tincidunt eget,3.09,5100135303742987
Rosaceae,52257-1220,ac lobortis vel dapibus at,12.96,3547803346857973
Malvaceae,52125-383,suspendisse potenti in eleifend quam,7.91,5100171142927166
Asteraceae,0121-0527,vulputate luctus cum sociis natoque penatibus et magnis dis,6.75,3528822771675968
Saxifragaceae,62742-4046,integer non velit donec diam neque,29.0,3541568865694745
Brassicaceae,51672-1318,maecenas tincidunt lacus at velit,24.4,3553322865712072
Fabaceae,52773-243,suscipit nulla elit ac nulla sed vel enim sit amet,26.89,3549911892149055
Cyperaceae,36987-2731,ut mauris eget massa tempor convallis nulla,19.5,501833532243208560
Capparaceae,52959-689,in purus eu magna vulputate luctus,17.33,3568279126244480
Dryopteridaceae,57955-7304,ac nibh fusce lacus purus aliquet at,21.78,3556384606157287
Fabaceae,59779-836,at nunc commodo placerat praesent blandit nam nulla integer pede,15.35,3533029253873052
Poaceae,68788-9168,quis turpis eget elit sodales scelerisque mauris sit,29.77,3567255539780378
Iridaceae,41250-763,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,8.65,3538553385070209
Ranunculaceae,63323-355,a suscipit nulla elit ac,22.21,3544752136323923
Brassicaceae,68745-2001,diam cras pellentesque volutpat dui maecenas tristique est et tempus,7.02,372301653810277
Fabaceae,0615-4515,a suscipit nulla elit ac,10.28,3548023267603632
Lecanoraceae,0168-0059,sollicitudin ut suscipit a feugiat et eros vestibulum ac,9.49,5124364575190913
Ranunculaceae,55154-4946,nullam orci pede venenatis non sodales sed,20.11,633110834283383328
Fabaceae,41520-527,libero ut massa volutpat convallis morbi,4.21,3581524205857147
Rosaceae,0310-0132,nulla sed accumsan felis ut at dolor quis,28.1,3529180297461226
Scrophulariaceae,0093-7295,aliquet massa id lobortis convallis,3.25,3585379086120313
Orthotrichaceae,0363-1298,non velit nec nisi vulputate nonummy maecenas tincidunt,10.06,3554188180025659
Euphorbiaceae,58668-1103,sit amet consectetuer adipiscing elit proin risus,4.71,201674088837827
Dryopteridaceae,30142-890,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,20.72,3568261684734516
Liliaceae,13913-003,elit proin interdum mauris non ligula,15.86,3564522473404841
Asclepiadaceae,63981-194,quis lectus suspendisse potenti in,8.17,5168509826424514
Ephemeraceae,57665-101,neque duis bibendum morbi non quam,20.84,3563539112542543
Marantaceae,50419-325,cursus id turpis integer aliquet massa id lobortis,17.8,4508960136148677
Pottiaceae,0904-6069,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,15.9,201996164031896
Caryophyllaceae,59779-097,quis lectus suspendisse potenti in eleifend quam a,7.87,3565462190945652
Convolvulaceae,67386-820,ac est lacinia nisi venenatis tristique fusce congue,3.24,3560467164558394
Fabaceae,66424-030,eleifend luctus ultricies eu nibh quisque id justo,20.23,50205672616161760
Fabaceae,52731-7027,eu felis fusce posuere felis sed lacus morbi sem,4.0,3548321819060933
Euphorbiaceae,0527-1353,fusce lacus purus aliquet at feugiat,23.04,3588783046057894
Parmeliaceae,50458-350,tortor risus dapibus augue vel accumsan tellus nisi eu,15.33,491152165374107553
Malvaceae,0168-0267,penatibus et magnis dis parturient montes nascetur ridiculus mus,18.74,30193341402763
Dioscoreaceae,76466-010,natoque penatibus et magnis dis,28.45,201715008150930
Boraginaceae,0641-6036,diam cras pellentesque volutpat dui,21.13,3568421161428855
Campanulaceae,68788-9698,lorem quisque ut erat curabitur gravida nisi at nibh,20.62,3547949134824111
Bryaceae,72036-220,in hac habitasse platea dictumst aliquam augue quam sollicitudin,13.74,5010124557001927
Physciaceae,25000-117,commodo placerat praesent blandit nam,23.78,5219282417968906
Cyperaceae,10889-201,vulputate elementum nullam varius nulla facilisi cras non,6.61,3580724534895310
Asteraceae,0095-0086,id ligula suspendisse ornare consequat lectus in est risus,5.58,6706186279087309
Bryaceae,49349-114,at velit eu est congue elementum,15.53,201915713876106
Primulaceae,65084-298,eleifend quam a odio in,16.89,67633840677058102
Iridaceae,62856-247,viverra eget congue eget semper rutrum,9.96,3532918903757916
Salicaceae,55111-664,id ligula suspendisse ornare consequat lectus in est risus auctor,5.37,36899496652069
Polemoniaceae,55648-982,mauris vulputate elementum nullam varius nulla,17.18,3542247585999630
Onagraceae,53808-0723,pellentesque ultrices phasellus id sapien in sapien,22.47,30483643276464
Parmeliaceae,59779-900,sit amet consectetuer adipiscing elit proin risus praesent lectus,7.71,3537644367952745
Pteridaceae,63304-794,ullamcorper purus sit amet nulla quisque,18.74,3556546311385573
Euphorbiaceae,54575-162,pretium iaculis justo in hac habitasse platea dictumst,29.86,3555314305685610
Caprifoliaceae,30142-923,consequat metus sapien ut nunc vestibulum ante ipsum primis,13.36,4041377773520833
Lamiaceae,59667-0053,id consequat in consequat ut,23.13,3565319046838574
Passifloraceae,55312-431,ultrices mattis odio donec vitae,21.55,501888862247468991
Acanthaceae,0268-6137,blandit non interdum in ante vestibulum ante ipsum primis in,28.21,3549363415162258
Asteraceae,54868-5980,justo aliquam quis turpis eget elit sodales scelerisque mauris,22.07,3571909306747663
Hypnaceae,66689-039,platea dictumst morbi vestibulum velit id,4.32,5424496361895003
Cannaceae,59863-325,pede venenatis non sodales sed tincidunt,23.66,6759217489957332
Cistaceae,60793-604,orci pede venenatis non sodales sed tincidunt eu felis fusce,7.18,6709396401597581
Caprifoliaceae,52125-542,vulputate luctus cum sociis natoque penatibus et,3.82,3582295601277680
Stictidaceae,52731-7001,amet diam in magna bibendum,10.62,3571440839432094
Asteraceae,52125-089,nisi eu orci mauris lacinia sapien quis libero nullam sit,16.53,3582491788088913
Parmeliaceae,48951-4014,convallis morbi odio odio elementum eu,28.54,3542878724212178
Solanaceae,65643-165,sed nisl nunc rhoncus dui vel sem sed,16.82,3561942229469695
Piperaceae,54569-1657,rhoncus mauris enim leo rhoncus sed vestibulum sit,15.99,3538705550258171
Ranunculaceae,68599-5306,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,5.79,4041592282711885
Bryaceae,41163-272,nascetur ridiculus mus etiam vel,24.59,503803900156416755
Physciaceae,54868-6233,blandit lacinia erat vestibulum sed magna at nunc commodo,20.6,3564790829209566
Asteraceae,36987-2277,ipsum integer a nibh in quis,10.14,201814194239621
Poaceae,59958-200,massa quis augue luctus tincidunt nulla mollis molestie,16.47,3550113659777212
Fabaceae,0145-0630,nisi nam ultrices libero non mattis pulvinar nulla,22.9,3528228426464313
Melastomataceae,36987-1513,amet justo morbi ut odio cras mi pede malesuada in,10.19,30285376167491
Physciaceae,63874-295,turpis sed ante vivamus tortor,6.83,30305251794951
Caryophyllaceae,52125-370,lobortis est phasellus sit amet erat nulla tempus,10.79,3552179465236741
